English,Persian
selective,انتخابی
arbitration,داوری
configuring,پیکربندی
token,نشانه
editorials,سرمقاله
zinc,فلز روی
sacrifice,قربانی
seekers,متقاضی
guru,گورو
isa,هست یک
removable,قابل برداشتن
convergence,همگرایی
yields,بازده - محصول
gibraltar,جبل الطارق
levy,وضع مالیات
suited,مناسب
numeric,عددی
anthropology,مردم شناسی
skating,اسکیت بازی
kinda,یک جور هایی
aberdeen,ابرمین
emperor,امپراتور
grad,درجه
malpractice,نقص
dylan,دیلن
bras,سینه بند
belts,کمربند
blacks,سیاه پوست
educated,تحصیل کرده
rebates,تخفیف
reporters,خبرنگاران
burke,بکر
proudly,با افتخار
pix,پیک
necessity,ضرورت
rendering,تفسیر
mic,میکروفن
inserted,درج شده
pulling,کشیده
basename,نام
kyle,کایل
obesity,چاقی
curves,منحنی
suburban,در حومه شهر
touring,تور
clara,کلارا
vertex,رگ
bw,BW
hepatitis,هپاتیت
nationally,در سطح کشور
tomato,گوجه فرنگی
andorra,آندورا
waterproof,ضدآب
expired,منقضی شده
mj,ام جی
travels,سفر
flush,شستشو
waiver,چشم پوشی
pale,رنگ پریده
specialties,ویژه
hayes,هیز
humanitarian,وابسته به انسان دوستانه
invitations,دعوت ها
functioning,کارآمد
delight,لذت بسیار
survivor,بازمانده
garcia,گارسیا
cingular,سنگولار
economies,اقتصاد
alexandria,اسکندریه
bacterial,وابسته به باکتری
moses,حضرت موسی
counted,شمارش شده
undertake,بعهده گرفتن
declare,اعلام
continuously,به طور مداوم
johns,جانب
valves,دریچه
gaps,شکاف
impaired,دارای اختلال
achievements,دستاوردها
donors,اهدا کننده
tear,اشک
jewel,جواهرات
teddy,عروسکی
lf,LF
convertible,قابل تبدیل
ata,عیاشی
teaches,تعلیم
ventures,سرمایه گذاری
nil,نیل
bufing,بافای
stranger,غریبه
tragedy,تراژدی
julian,جولیان
nest,لانه
pam,پام
dryer,خشک کن
painful,دردناک
velvet,مخملی
tribunal,دادگاه
ruled,حاکم
nato,ناتو
pensions,بازنشستگی
prayers,نماز
funky,بد بو
secretariat,دبیرخانه
nowhere,هیچ جایی
cop,پلیس
paragraphs,پاراگراف
gale,باد
joins,پیوستن
adolescent,نوجوان
nominations,نامزدها
wesley,وسلی
dim,کم نور
lately,اخیرا
cancelled,لغو شد
scary,ترسناک
mattress,تشک
mpegs,مگس
brunei,برونئی
likewise,به همین ترتیب
banana,موز
introductory,مقدماتی
slovak,لگن
cakes,کیک ها
stan,جبهه
reservoir,مخزن
occurrence,وقوع
idol,بت
bloody,خونین
mixer,مخلوط کننده
remind,به یاد آوردن
wc,دستشویی
worcester,ورمستر
sbjct,sbjct
demographic,دموگرافیک
charming,جذاب
mai,مایه
tooth,دندان
disciplinary,انضباطی
annoying,مزاحم
respected,احترام
stays,بماند
disclose,فاش کردن
affair,کار
drove,سوار شدن
washer,واشر
upset,ناراحت
restrict,محدود کردن
springer,جنجال
beside,در كنار
mines,معادن
portraits,عکس
rebound,دوباره
logan,لوگان
mentor,مرشد
interpreted,تفسیر شده
evaluations,ارزیابی
fought,جنگیده شده
baghdad,بغوب
elimination,حذف
metres,متر
hypothetical,فرضی
immigrants,مهاجران
complimentary,تعارفی
helicopter,بالگرد
pencil,مداد
freeze,یخ زدگی
hk,HK
performer,بازیگر
abu,ابو
titled,دارای عنوان
commissions,کمسیون
sphere,کره
powerseller,قدرت
moss,خزه
ratios,نسبت
concord,توافق
graduated,فارغ التحصیل
endorsed,تصویب شده
ty,در نظر گرفتن
surprising,شگفت آور
walnut,گردو
lance,لنس
ladder,نردبان
italia,ایتالیا
unnecessary,غیر ضروری
dramatically,به طور چشمگیری
liberia,لیبیا
sherman,شرمن
cork,چوب پنبه
maximize,حداکثر رساندن
cj,cj
hansen,هانسن
senators,سناتور
workout,تمرین
mali,مروارید
yugoslavia,یوگسلاوی
bleeding,خون ریزی
characterization,تعیین مشخصات
colon,روده بزرگ
likelihood,احتمال
lanes,خطوط
purse,کیف پول
fundamentals,اصول
contamination,آلودگی
mtv,MTV
endangered,در معرض خطر
compromise,به خطر افتادن
masturbation,استمناء
optimize,بهینه کردن
stating,بیان
dome,گنبد
caroline,کارولین
leu,یک
expiration,انقضاء
namespace,نام
align,تراز کردن
peripheral,پیرامونی
bless,برکت دادن
engaging,جذاب
negotiation,مذاکره
crest,تاج
opponents,مخالفان
triumph,پیروز شدن
nominated,نامزد شده
confidentiality,محرمانه بودن
electoral,انتخاباتی
changelog,تعویض
welding,جوش
orgasm,ارگاسم
deferred,معوق
alternatively,متناوبا، از سوی دیگر
heel,پاشنه
alloy,الیاژ
condos,کاندوم
plots,توطئه
polished,صیقلی
yang,یانگ
gently,به آرامی
greensboro,گرینسبورو
tulsa,ستی
locking,قفل
casey,کیسی
controversial,بحث برانگیز
draws,تساوی
fridge,یخچال
blanket,پتو
bloom,شکوفه
qc,qc
simpsons,سیمپسونها
lou,لجن
elliott,الیوت
recovered,بهبود یافته
fraser,شربت
justify,توجیه
upgrading,ارتقاء
blades,تیغ
pgp,PGP
loops,حلقه
surge,افزایش
frontpage,صفحه اصلی
trauma,ضربه
aw,AW
tahoe,تاهو
advert,آگهی
possess,داشتن
demanding,خواستار
defensive,دفاعی
sip,چیدن
flashers,فلاری
subaru,سوبارو
forbidden,ممنوع
tf,TF
vanilla,وانیل
programmers,برنامه نویسان
pj,PJ
monitored,تحت نظارت
installations,نصب
deutschland,دویچه
picnic,پیک نیک
souls,روح
arrivals,ورود
spank,با صدای بلند
cw,CW
practitioner,متخصص
motivated,با انگیزه
wr,WR
dumb,بی عقل
smithsonian,وابسته به اسمیتسونیان
hollow,توخالی
vault,طاق
securely,با ایمن
examining,معاینه
fioricet,فیوم
groove,شیار
revelation,افشا
rg,RG
pursuit,دستیابی
delegation,نمایندگی
wires,سیم ها
bl,BL
dictionaries,فرهنگ لغت
mails,نامه
backing,پشتی
greenhouse,گلخانه
sleeps,خواب
vc,VC
blake,جنجال
transparency,شفافیت
dee,دره
travis,تراویس
wx,Wx
endless,بی پایان
figured,ممتاز
orbit,مدار
currencies,ارز
niger,نیجر
bacon,بیکن
survivors,بازماندگان
positioning,تثبیت موقعیت
heater,بخاری
colony,مستعمره
cannon,توپ
circus,سیرک
promoted,ترویج
forbes,فوربس
mae,مایه
moldova,مولفار
mel,ملک
descending,نزولی
paxil,لجن
spine,ستون فقرات
trout,ماهی قزل آلا
enclosed,محصور
feat,نشان
temporarily,بطور موقت
ntsc,NTSC
cooked,پخته شده
thriller,دلهره آور
transmit,انتقال. رساندن
apnic,وابسته به افن
fatty,چرب
gerald,جرالد
pressed,تحت فشار
frequencies,فرکانس
scanned,اسکن شده
reflections,بازتاب
hunger,گرسنگی
mariah,ماریا
sic,باکره
municipality,شهرداری
usps,usps
joyce,جویس
detective,کاراگاه
surgeon,جراح
cement,سیمان
experiencing,با تجربه
fireplace,بخاری
endorsement,تایید
bg,بنگل
planners,برنامه ریز
disputes,اختلاف
textiles,منسوجات
missile,موشک
intranet,داخل دهکده
closes,بسته شدن
seq,سک
psychiatry,روانپزشکی
persistent,مداوم
deborah,دبورا
conf,دلخور
marco,مارکو
assists,پاس گل
summaries,خلاصه
glow,درخشش
gabriel,گابریل
auditor,ممیز، مامور رسیدگی
wma,WMA
aquarium,آبیاری
violin,ویولن
prophet,نبی - پیامبر
cir,سیر
bracket,براکت
looksmart,به نظر می رسد
isaac,اسحاق
oxide,اکسید
oaks,بلوط
magnificent,باشکوه
erik,اریک
colleague,همکار
naples,ناپل
promptly,بی درنگ
modems,مودم
adaptation,انطباق
hu,چوگان
harmful,زیان آور
paintball,پینت بال
prozac,پیشوای
sexually,جنسی
enclosure,محفظه
acm,ACM
dividend,سود سهام
newark,نوارک
kw,kW
paso,با هم
glucose,گلوکز
phantom,فانتوم
norm,هنجار
playback,پخش
supervisors,ناظران
westminster,وست مینستر
turtle,لاک پشت
ips,IPS
distances,فاصله ها
absorption,جذب
treasures,گنجینه
dsc,DSC
warned,هشدار داده شده
neural,عصبی
ware,دستبند
fossil,فسیلی
mia,میه
hometown,زادگاه
badly,بد
transcripts,متن
apollo,آپولو
wan,کم رنگ
disappointed,ناامید
persian,فارسی
continually,به طور پیوسته
communist,کمونیست
collectible,جمع پذیر
handmade,دست دوم
greene,گرچه
entrepreneurs,کارآفرین
robots,ربات
grenada,گرنادا
creations,خلاقیت
jade,یشم
scoop,چاک
acquisitions,کسب
foul,ناپاک
keno,کنو
gtk,GTK
earning,درآمد
mailman,پستچی
sanyo,سانجو
nested,تو در تو
biodiversity,تنوع زیستی
excitement,هیجان
somalia,سومالی
movers,حرکت دهنده
verbal,کلامی
blink,چشمک زدن
presently,در حال حاضر
seas,دریاها
carlo,کارلو
workflow,جریان کار
mysterious,اسرار امیز
novelty,تازگی
bryant,برایانت
tiles,کاشی
voyuer,ویوراس
librarian,کتابدار
subsidiaries,شرکتهای تابعه
switched,تغییر یافته
stockholm,استکهلم
tamil,تامیل
garmin,گارمین
ru,مثل
pose,ژست
fuzzy,درهم
indonesian,وابسته به اندونزی
grams,گرم
therapist,متخصص درمانگاه
richards,ریچارد
mrna,mRNA
budgets,بودجه
toolkit,ابزار
promising,امیدوار کننده
relaxation,آرامش
goat,بز
render,ارائه دادن
carmen,کارمن
ira,ایرا
sen,سال
thereafter,بعد از آن
hardwood,چوب سخت
erotica,وابسته به شهوانی
temporal,موقت
sail,سفر دریایی
forge,ساختن
commissioners,کمیسیون
dense,متراکم
dts,DTS
brave,شجاع
forwarding,حمل و نقل
qt,qt
awful,خیلی بد و ناخوشایند
nightmare,کابوس
airplane,هواپیما
reductions,کاهش
southampton,ساوتهمپتون
istanbul,استانبول
impose,تحمیل کردن
organisms,موجودات
sega,گرگ
telescope,تلسکوپ
viewers,بیننده
asbestos,خاک
portsmouth,پورتسموث
cdna,cdna
meyer,مایر
enters,وارد می شود
pod,غلاف
savage,وحشی
advancement,پیشرفت
wu,وو
harassment,هجوم
willow,بید
resumes,رزومه
bolt,پیچ
gage,گود
throwing,پرتاب
existed,موجود
whore,فاحشه
generators,ژنراتور
lu,لو
wagon,واگن
barbie,باربی
dat,داده
favor,لطف
soa,سعید
knock,در زدن
urge,اصرار
smtp,SMTP
generates,تولید کردن
potatoes,سیب زمینیها
thorough,کامل
replication,تکرار
inexpensive,ارزان
kurt,کورت
receptors,گیرنده ها
peers,همسالان
roland,رولاند
optimum,حالت مطلوب
neon,نئون
interventions,مداخلات
quilt,لحاف
huntington,هانتینگتون
creature,موجود
ours,مال ما
mounts,مگس
syracuse,سیراکوز
internship,کارآموزی
lone,تنها
refresh,تازه کردن
aluminium,الومینیوم
snowboard,اسنوبرد
beastality,جانوری
webcast,پخش
michel,میشل
evanescence,بی پروا
subtle,نامحسوس
coordinated,هماهنگ
notre,نصف
shipments,محموله
maldives,مالدیو
stripes,راه راه
firmware,سیستم عامل
antarctica,جنوبگان
cope,مقابله کردن
shepherd,شبان
lm,LM
canberra,کانبرا
cradle,گهواره
chancellor,صدراعظم
mambo,جبهه
lime,اهک
kirk,کرک
flour,ارد
controversy,جنجال - جدال سرسختانه
legendary,افسانهای
bool,بول
sympathy,ابراز همدردی
choir,گروه کر
avoiding,پرهیز کردن
beautifully,بسیار زیبا
blond,موه
expects,انتظار
cho,چوگان
jumping,پرش
fabrics,پارچه
antibodies,آنتی بادی
polymer,پلیمر
hygiene,بهداشت
wit,بذله گویی
poultry,مرغ
virtue,تقوا
burst,پشت سر هم
examinations,معاینات
surgeons,جراحان
bouquet,دسته گل
immunology,مصونیت
promotes,ترویج
mandate,حکم
wiley,ویلی
departmental,بخش
bbs,BBS
spas,اسپا
ind,با نام
corpus,مجموعه نوشته ها
johnston,جانستون
terminology,واژه شناسی
gentleman,آقا
fibre,فیبر
reproduce,تکثیر
convicted,محکوم
shades,سایه
jets,جت
indices,شاخص ها
roommates,هم اتاقی
adware,ظروف تبلیغاتی
qui,کوی
intl,intl
threatening,تهدید کننده
spokesman,سخنگوی
zoloft,ZOLOFT
activists,فعالان
frankfurt,فرانکفورت
prisoner,زندانی
daisy,دیزی
halifax,هلیفاکس
encourages,تشویق کردن
ultram,ماورا
cursor,مکان نما
assembled,مونتاژ
earliest,نخستین
donated,اهدا شده
stuffed,پر شده
restructuring,بازسازی
insects,حشرات
terminals,پایانه ها
crude,خام
morrison,موریسون
maiden,دوشیزه
simulations,شبیه سازی
cz,باسله
sufficiently,به اندازه کافی
examines,معاینه
viking,واکسینگ
myrtle,مورد سبز
bored,خسته
cleanup,پاک کردن
yarn,جنجال
knit,بافتن
conditional,مشروط
mug,لیوان
crossword,کلمات متقاطع
bother,زحمت
budapest,راس برتر
conceptual,مفهومی
knitting,بافندگی
attacked,حمله کرد
hl,HL
bhutan,هوتان
liechtenstein,لیختن اشتاینشتین
mating,جفت گیری
compute,محاسبه کردن
redhead,سرخ
arrives,می رسد
translator,مترجم
automobiles,خودرو
tractor,تراکتور
allah,الله
continent,قاره
ob,ابهام
unwrap,باز کردن
fares,کرایه
longitude,طول جغرافیایی
resist,مقاومت کردن
challenged,به چالش کشیده
telecharger,از راه دور
hoped,امیدوار
pike,قصبه
safer,امن تر
insertion,درج
instrumentation,ابداع
ids,شناسه
hugo,هوس
wagner,واگن
constraint,محدودیت
groundwater,آب زیرزمینی
touched,لمس شده
strengthening,تقویت
cologne,کلون
gzip,GZIP
wishing,با آرزوی
ranger,تکاور
smallest,کوچکترین
insulation,عایق
newman,انسان جدید
marsh,باتلاق
ricky,ریکی
ctrl,CTRL
scared,ترسیده
theta,تتا
